name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
AJ Cheeseman,17,0.08800000000000001,0.081,0.545,0.067,0.12,0.5,2019-20,UMES
Walter Prevost,13,0.122,0.131,0.667,0.04,0.16699999999999998,1,2019-20,UMES
Gabriel Gyamfi,11,0.149,0.075,0.3,0.083,0,0,2019-20,UMES
Bruce Guy,11,0.113,0.111,0.5,0.079,0.071,0.33299999999999996,2019-20,UMES
Da'Shawn Phillip,7,0.09300000000000001,0.059000000000000004,0.4,0,0,NA,2019-20,UMES
Marlon Adams,5,0.125,0.2,0.75,0.083,0.5,1,2019-20,UMES
Ahmad Frost,3,0.059000000000000004,0.133,1,0.02,0,0,2019-20,UMES
Kevon Voyles,3,0.057,0.095,1,0.031,0.091,1,2019-20,UMES
Ty  Gibson,2,0.036000000000000004,0,0,0,0,NA,2019-20,UMES
Canaan Bartley,1,0,0,NA,0.016,0,0,2019-20,UMES
Total,73,0.08199999999999999,0.084,0.545,0.033,0.054000000000000006,0.467,2019-20,UMES
