shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.377,0.602,0.107,0.674,2019-20
2pt Jumpers,0.24,0.36700000000000005,0.051,0.387,2019-20
3pt Shots,0.38299999999999995,0.33799999999999997,0.009000000000000001,0.341,2019-20
