name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Elliott Eliason,31,0.3,0.22399999999999998,0.542,0.109,0.133,0.28600000000000003,2013-14
Maurice Walker,28,0.23199999999999998,0.19399999999999998,0.636,0.091,0,0,2013-14
Austin Hollins,28,0.184,0.14800000000000002,0.562,0.111,0.139,0.5,2013-14
Oto Osenieks,11,0.257,0.321,1,0.033,0,0,2013-14
Joey King,11,0.16,0.162,0.75,0.048,0.038,0.33299999999999996,2013-14
Andre Hollins,8,0.066,0.105,1,0.027000000000000003,0.031,0.33299999999999996,2013-14
Deandre Mathieu,5,0.02,0.021,0.667,0.016,0,0,2013-14
Wally Ellenson,3,0,0,NA,0.3,0,0,2013-14
Charles Buggs,3,0.4,0.25,0.5,0.25,0,0,2013-14
Maverick Ahanmisi,2,0.077,0.14300000000000002,1,0.04,0,0,2013-14
Daquein McNeil,1,0,0,NA,0.067,0.5,1,2013-14
Total,131,0.14400000000000002,0.138,0.6629999999999999,0.059000000000000004,0.046,0.256,2013-14
