shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.284,0.502,0.22399999999999998,0.647,2012-13
2pt Jumpers,0.359,0.307,0.126,0.35200000000000004,2012-13
3pt Shots,0.35700000000000004,0.303,0.012,0.307,2012-13
