name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Malik Miller,30,0.263,0.33799999999999997,0.767,0,0,NA,2019-20,MorganSt.
Troy Baxter Jr,19,0.207,0.18899999999999997,0.588,0.040999999999999995,0,0,2019-20,MorganSt.
David Syfax,19,0.209,0.22399999999999998,0.611,0.016,0,0,2019-20,MorganSt.
Jamar Brown,16,0.217,0.314,0.733,0.059000000000000004,0.25,1,2019-20,MorganSt.
Lagio Grantsaan,16,0.349,0.267,0.5329999999999999,0.05,0,0,2019-20,MorganSt.
Stanley Jr. Davis,15,0.078,0.08900000000000001,0.6920000000000001,0.02,0,0,2019-20,MorganSt.
Devonish-Prince Sherwyn,10,0.091,0.114,0.625,0.006999999999999999,0.02,1,2019-20,MorganSt.
Peter Sorber,7,0.316,0.4,0.667,0.125,0,0,2019-20,MorganSt.
Isaiah  Burke,7,0.08900000000000001,0.09699999999999999,0.6,0.028999999999999998,0,0,2019-20,MorganSt.
Victor Okafor,3,0.15,0.2,0.667,NA,NA,NA,2019-20,MorganSt.
Kyson Rawls,2,0.083,0.067,0.5,0,0,NA,2019-20,MorganSt.
Lapri McCray-Pace,2,0.4,0.667,1,NA,NA,NA,2019-20,MorganSt.
Cameron Shaw,1,0,NA,NA,1,NA,0,2019-20,MorganSt.
Total,147,0.172,0.19699999999999998,0.664,0.024,0.013000000000000001,0.182,2019-20,MorganSt.
