shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.36200000000000004,0.5710000000000001,0.07,0.614,2012-13
2pt Jumpers,0.292,0.358,0.043,0.374,2012-13
3pt Shots,0.34600000000000003,0.331,0.002,0.332,2012-13
