shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.41200000000000003,0.552,0.086,0.604,2013-14
2pt Jumpers,0.231,0.336,0.038,0.35,2013-14
3pt Shots,0.35600000000000004,0.364,0.012,0.368,2013-14
