name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Dyami Starks,463.99999999999994,0.55,0.511,0.287,0.511,0.162,0.198,0.402,0.21600000000000003,0.515,0.368,0.807,0.231,0.86,2013-14,Bryant
Alex Francis,386,0.593,0.578,0.925,0.608,0.581,0.075,0.207,0.667,0,NA,NA,0.611,0.614,2013-14,Bryant
Corey Maynard,317,0.555,0.503,0.43799999999999994,0.59,0.146,0.16699999999999998,0.47200000000000003,0.28,0.39399999999999996,0.28,0.6859999999999999,0.344,0.826,2013-14,Bryant
Joe O'Shea,212,0.5730000000000001,0.542,0.45299999999999996,0.583,0.446,0.085,0.444,0.375,0.462,0.34700000000000003,0.971,0.354,0.72,2013-14,Bryant
Dan Garvin,137,0.48600000000000004,0.474,0.518,0.5489999999999999,0.513,0.32799999999999996,0.444,0.35,0.153,0.19,1,0.248,0.5589999999999999,2013-14,Bryant
Curtis Oakley,84,0.49100000000000005,0.48200000000000004,0.19,0.625,0.4,0.179,0.5329999999999999,0.375,0.631,0.28300000000000003,1,0.16699999999999998,0.5710000000000001,2013-14,Bryant
Shane McLaughlin,73,0.656,0.63,0.397,0.552,0,0.13699999999999998,0.6,0,0.466,0.47100000000000003,0.875,0.534,0.718,2013-14,Bryant
Claybrin McMath,22,0.43100000000000005,0.455,0.455,0.6,0.667,0.545,0.33299999999999996,1,0,NA,NA,0.22699999999999998,0.2,2013-14,Bryant
Bosko Kostur,15,0.319,0.233,0.467,0.28600000000000003,0.5,0,NA,NA,0.5329999999999999,0.125,1,0.5329999999999999,0.625,2013-14,Bryant
Declan Soukup,13,0.521,0.423,0.308,1,0,0.231,0,NA,0.462,0.16699999999999998,1,0.5379999999999999,0.857,2013-14,Bryant
Ellis Williams,6,0.47800000000000004,0.5,0.33299999999999996,1,1,0.667,0.25,1,0,NA,NA,0.833,0.4,2013-14,Bryant
Terrill Toe,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2013-14,Bryant
Justin Brickman,1,0.256,0,1,0,NA,0,NA,NA,0,NA,NA,2,0.5,2013-14,Bryant
Tim McKinney,0,1.053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2013-14,Bryant
"NORFLEET,JULIAN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14,Bryant
"DOUGLAS,KEVIN",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14,Bryant
Total,1730.9999999999998,0.557,0.525,0.5,0.58,0.408,0.162,0.409,0.322,0.33799999999999997,0.332,0.84,0.371,0.705,2013-14,Bryant
