shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.348,0.608,0.094,0.67,2015-16,LaSalle
2pt Jumpers,0.294,0.385,0.054000000000000006,0.40700000000000003,2015-16,LaSalle
3pt Shots,0.358,0.374,0.011000000000000001,0.37799999999999995,2015-16,LaSalle
