name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Yoeli Childs,25,0.14300000000000002,0.14300000000000002,0.812,0.032,0.039,0.556,2018-19
Gavin Baxter,12,0.18600000000000003,0.14300000000000002,0.636,0.04,0.14300000000000002,1,2018-19
Luke Worthington,11,0.242,0.26899999999999996,0.875,0.094,0,0,2018-19
Dalton Nixon,5,0.08800000000000001,0.125,1,0.16699999999999998,0,0,2018-19
TJ Haws,4,0.02,0.015,0.5,0.009000000000000001,0,0,2018-19
Zac Seljaas,4,0.036000000000000004,0.048,1,0.09699999999999999,0,0,2018-19
Kolby Lee,4,0.667,0.8,1,0,0,NA,2018-19
Connor Harding,3,0.036000000000000004,0.054000000000000006,1,0.045,0.111,1,2018-19
Rylan Bergersen,1,0,0,NA,0.1,0.25,1,2018-19
McKay Cannon,1,0.062,0.1,1,0,0,NA,2018-19
Jashire Hardnett,1,0.015,0.025,1,0,0,NA,2018-19
Nick Emery,1,0,0,NA,0.05,0.25,1,2018-19
Total,74,0.08800000000000001,0.1,0.816,0.036000000000000004,0.04,0.435,2018-19
