start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.14400000000000002,0.391,0.355,0.39799999999999996,0.248,0.414,0.397,0.247,2018-19
"Rebound, 11-30 s",0.221,0.433,0.237,0.494,0.312,0.384,0.451,0.29,2018-19
"Opp score, 0-10 s",0.067,0.528,0.37,0.675,0.231,0.36,0.39799999999999996,0.326,2018-19
"Opp score, 11-30 s",0.381,0.49700000000000005,0.235,0.6,0.322,0.382,0.44299999999999995,0.35,2018-19
"Steal, 0-10 s",0.04,0.7,0.754,0.7759999999999999,0.031,0,0.215,0.35700000000000004,2018-19
"Steal, 11-30 s",0.017,0.519,0.33299999999999996,0.667,0.259,0.28600000000000003,0.40700000000000003,0.364,2018-19
Transition,0.251,0.47700000000000004,0.423,0.57,0.209,0.38799999999999996,0.369,0.28,2018-19
