name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Andres Ibarguen,23,0.222,0.226,0.7,0.14300000000000002,0.14300000000000002,0.33299999999999996,2018-19,UTArlington
Radshad Davis,12,0.125,0.109,0.583,0,0,NA,2018-19,UTArlington
Jabari Narcis,10,0.3,0.35,0.778,0.059000000000000004,0.125,1,2018-19,UTArlington
Edric Dennis,8,0.063,0.062,0.429,0,0,NA,2018-19,UTArlington
TiAndre Jackson-Young,7,0.128,0.111,0.5,0.032,0,0,2018-19,UTArlington
Patrick Mwamba,5,0.133,0.21100000000000002,1,0.045,0.14300000000000002,1,2018-19,UTArlington
David Azore,4,0.036000000000000004,0,0,0.01,0,0,2018-19,UTArlington
Brian Warren,3,0.025,0,0,0.005,0,0,2018-19,UTArlington
Pedro Castro,3,0.16699999999999998,0,0,0.04,0.062,1,2018-19,UTArlington
Ayoub Nouhi,3,0.042,0.055999999999999994,1,0.055999999999999994,0,0,2018-19,UTArlington
Patrick Binzer,1,1,NA,0,NA,NA,NA,2018-19,UTArlington
Total,79,0.109,0.11,0.5820000000000001,0.019,0.021,0.4,2018-19,UTArlington
