shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.344,0.5920000000000001,0.12300000000000001,0.675,2016-17,Nevada
2pt Jumpers,0.302,0.38,0.08199999999999999,0.413,2016-17,Nevada
3pt Shots,0.354,0.31,0.011000000000000001,0.313,2016-17,Nevada
