name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Terrance Banyard,15,0.14800000000000002,0.109,0.462,0.023,0,0,2018-19,Ark.-PineBluff
Shaun  Doss	,13,0.086,0.079,0.6,0.033,0.062,0.667,2018-19,Ark.-PineBluff
Marquell  Carter,7,0.15,0.136,0.5,0.028999999999999998,0,0,2018-19,Ark.-PineBluff
Martaveous Mcknight,5,0.038,0.052000000000000005,0.75,0.005,0,0,2018-19,Ark.-PineBluff
Quamauri Hardy,5,0.13,0.14300000000000002,0.667,0.222,0,0,2018-19,Ark.-PineBluff
Artavious McDyess,4,0.11800000000000001,0.048,0.25,0,0,NA,2018-19,Ark.-PineBluff
Trevor  Banks	,4,0.13,0.14300000000000002,0.667,0.077,0,0,2018-19,Ark.-PineBluff
Anthony  Davis Jr,3,0.1,0.2,1,0.25,0,0,2018-19,Ark.-PineBluff
Chris  Smith,3,0.091,0.1,0.5,0.083,0,0,2018-19,Ark.-PineBluff
Charles Jackson,2,0.042,0,0,0.043,0,0,2018-19,Ark.-PineBluff
Marcus Wallace,2,0.2,0.25,0.5,0,0,NA,2018-19,Ark.-PineBluff
Isaac  Bassey	,1,0.038,0.053,1,0,0,NA,2018-19,Ark.-PineBluff
Dwayne Whitfield,1,0.111,0,0,0,NA,NA,2018-19,Ark.-PineBluff
Christian Robertson,1,0.04,0.055999999999999994,1,0,0,NA,2018-19,Ark.-PineBluff
Cameron Posey,1,0.1,0,0,0,0,NA,2018-19,Ark.-PineBluff
Total,68,0.09300000000000001,0.083,0.528,0.025,0.011000000000000001,0.154,2018-19,Ark.-PineBluff
