name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jock Landale,29,0.084,0.08199999999999999,0.654,0.02,0.033,1,2017-18,SaintMary's(CA)
Jordan Hunter,8,0.14300000000000002,0.10300000000000001,0.5,0,0,NA,2017-18,SaintMary's(CA)
Calvin Hermanson,6,0.075,0.061,0.5,0,0,NA,2017-18,SaintMary's(CA)
Tanner Krebs,6,0.068,0.125,1,0.083,0.111,0.5,2017-18,SaintMary's(CA)
Evan Fitzner,6,0.132,0.12,0.6,0.026000000000000002,0.059000000000000004,1,2017-18,SaintMary's(CA)
Elijah Thomas,3,0.17600000000000002,0.2,0.667,0,NA,NA,2017-18,SaintMary's(CA)
Kyle Clark,2,0.4,0.5,1,0,0,NA,2017-18,SaintMary's(CA)
Emmett Naar,2,0.013999999999999999,0.025,1,0,0,NA,2017-18,SaintMary's(CA)
Cullen Neal,2,0.047,0.05,0.5,0,0,NA,2017-18,SaintMary's(CA)
Tommy Kuhse,1,0.2,0.33299999999999996,1,0,NA,NA,2017-18,SaintMary's(CA)
Jordan Ford,1,0.009000000000000001,0.013999999999999999,1,0,0,NA,2017-18,SaintMary's(CA)
Total,66,0.068,0.073,0.6609999999999999,0.015,0.026000000000000002,0.833,2017-18,SaintMary's(CA)
