shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.348,0.603,0.095,0.6659999999999999,2017-18
2pt Jumpers,0.34299999999999997,0.385,0.038,0.401,2017-18
3pt Shots,0.31,0.32299999999999995,0.005,0.325,2017-18
