name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Romaro Gill,16,0.10800000000000001,0.081,0.5,0.11800000000000001,0.17600000000000002,0.75,2019-20
Sandro Mamukelashvili,13,0.149,0.14800000000000002,0.615,0,0,NA,2019-20
Myles Powell,13,0.051,0.042,0.5,0.027000000000000003,0.048,0.5,2019-20
Jared Rhoden,12,0.127,0.146,0.7,0.044000000000000004,0.059000000000000004,0.5,2019-20
Myles Cale,8,0.105,0.161,0.833,0.036000000000000004,0,0,2019-20
Ike Obiagu,5,0.147,0.125,0.6,0,0,NA,2019-20
Tyrese Samuel,4,0.1,0.133,0.667,0.111,0.5,1,2019-20
Quincy McKnight,3,0.025,0.034,0.667,0,0,NA,2019-20
Shavar Reynolds,1,0.045,0,0,0,0,NA,2019-20
Total,75,0.084,0.087,0.607,0.032,0.05,0.6,2019-20
