name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Horton,55,0.297,0.28800000000000003,0.6940000000000001,0.055,0.067,0.5,2013-14,AustinPeay
Will Triggs,14,0.09300000000000001,0.106,0.769,0.013000000000000001,0.033,1,2013-14,AustinPeay
Chris Freeman,12,0.231,0.21100000000000002,0.667,0,0,NA,2013-14,AustinPeay
Serigne Mboup,6,0.20800000000000002,0.2,0.6,0.2,NA,0,2013-14,AustinPeay
Damarius Smith,4,0.039,0.061,1,0.04,0.125,1,2013-14,AustinPeay
Preston Herring,3,0.14300000000000002,0.17600000000000002,1,0,0,NA,2013-14,AustinPeay
Ed Dyson,3,0.046,0.065,1,0,0,NA,2013-14,AustinPeay
Zavion Williams,2,0.027999999999999997,0.027000000000000003,0.5,0,0,NA,2013-14,AustinPeay
Travis Betran,2,0.017,0.028999999999999998,1,0.01,0.026000000000000002,1,2013-14,AustinPeay
Total,101,0.13,0.14300000000000002,0.725,0.021,0.034,0.6,2013-14,AustinPeay
