shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.39399999999999996,0.61,0.15,0.7170000000000001,2013-14,AustinPeay
2pt Jumpers,0.248,0.375,0.1,0.41600000000000004,2013-14,AustinPeay
3pt Shots,0.358,0.359,0.005,0.361,2013-14,AustinPeay
