name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Reyes,24,0.165,0.162,0.727,0.016,0.023,0.5,2016-17,Pepperdine
Murray Lamond,15,0.099,0.10300000000000001,0.727,0.011000000000000001,0.008,0.33299999999999996,2016-17,Pepperdine
Craig LeCesne,10,0.278,0.25,0.6,0,0,NA,2016-17,Pepperdine
Nate Gehring,9,0.233,0.24,0.857,0.08,0,0,2016-17,Pepperdine
Jeremy Major,9,0.059000000000000004,0.102,0.7140000000000001,0.01,0,0,2016-17,Pepperdine
Nolan Taylor,7,0.08800000000000001,0.105,0.8,0.025,0.034,0.5,2016-17,Pepperdine
Ryan Keenan,3,0.15,0.077,0.33299999999999996,0,NA,NA,2016-17,Pepperdine
Kevin Hempy,2,0.2,0.25,1,0.2,0,0,2016-17,Pepperdine
Knox Hellums,2,0.062,0,0,0,0,NA,2016-17,Pepperdine
Elijah Lee,2,0.048,0.053,0.5,0,0,NA,2016-17,Pepperdine
Jonathan Allen,1,0.125,0,0,0,0,NA,2016-17,Pepperdine
Total,84,0.11800000000000001,0.131,0.6859999999999999,0.015,0.011000000000000001,0.273,2016-17,Pepperdine
