name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kennedy Meeks,88,0.32,0.321,0.726,0.147,0.152,0.385,2016-17,NorthCarolina
Tony Bradley,42,0.212,0.205,0.762,0.266,0.33299999999999996,0.381,2016-17,NorthCarolina
Isaiah Hicks,33,0.113,0.096,0.647,0.106,0.1,0.375,2016-17,NorthCarolina
Luke Maye,28,0.37200000000000005,0.28600000000000003,0.5,0.15,0.11800000000000001,0.33299999999999996,2016-17,NorthCarolina
Justin Jackson,26,0.098,0.091,0.615,0.061,0.055999999999999994,0.364,2016-17,NorthCarolina
Kenny Williams,14,0.3,0.36,1,0.172,0.16699999999999998,0.2,2016-17,NorthCarolina
Theo Pinson,9,0.16699999999999998,0.174,0.667,0.077,0.091,0.33299999999999996,2016-17,NorthCarolina
Joel Berry II,4,0.01,0.017,1,0.02,0.055999999999999994,1,2016-17,NorthCarolina
Brandon Robinson,2,0.071,0.125,1,0.05,0,0,2016-17,NorthCarolina
Stilman White,1,0.2,0,0,0,0,NA,2016-17,NorthCarolina
Nate Britt,1,0,0,NA,0,0,NA,2016-17,NorthCarolina
Seventh Woods,1,0,0,NA,0.042,0,0,2016-17,NorthCarolina
Kanler Coker,1,0.5,0.5,1,0,NA,NA,2016-17,NorthCarolina
Shea Rush,1,0,0,NA,0.125,0,0,2016-17,NorthCarolina
Total,251,0.16899999999999998,0.172,0.703,0.10300000000000001,0.106,0.364,2016-17,NorthCarolina
