shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.39799999999999996,0.613,0.102,0.682,2018-19,Canisius
2pt Jumpers,0.23,0.39399999999999996,0.066,0.42100000000000004,2018-19,Canisius
3pt Shots,0.373,0.36,0.011000000000000001,0.364,2018-19,Canisius
