name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
J.T. Adenrele,17,0.184,0.125,0.43799999999999994,0.025,0,0,2011-12,UCDavis
Alex Tiffin,14,0.16899999999999998,0.24100000000000002,0.7,0.2,0.28600000000000003,0.5,2011-12,UCDavis
Eddie Miller,13,0.08,0.04,0.25,0.07200000000000001,0.105,0.444,2011-12,UCDavis
Harrison Dupont,13,0.129,0.11800000000000001,0.5,0.036000000000000004,0.047,0.4,2011-12,UCDavis
Josh Ritchart,9,0.125,0.138,0.8,0.087,0,0,2011-12,UCDavis
Tyrell Corbin,3,0.03,0.032,0.5,0.017,0,0,2011-12,UCDavis
Paolo Mancasola,2,0,0,NA,0.105,0.111,0.5,2011-12,UCDavis
Adam Malik,1,0.077,0.111,1,0,0,NA,2011-12,UCDavis
Tyler Les,1,0,0,NA,0.034,0.077,1,2011-12,UCDavis
Total,73,0.10300000000000001,0.099,0.5429999999999999,0.052000000000000005,0.06,0.37,2011-12,UCDavis
