name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Cameron Oliver,39,0.233,0.213,0.742,0.04,0.08199999999999999,0.75,2015-16
Tyron Criswell,24,0.10099999999999999,0.10800000000000001,0.684,0.048,0.05,0.4,2015-16
AJ West,23,0.395,0.435,0.667,0.267,0.5,0.5,2015-16
D.J. Fenner,13,0.052000000000000005,0.08199999999999999,0.8,0.039,0.055999999999999994,0.5,2015-16
Marqueze Coleman,12,0.05,0.057,0.667,0.039,0.078,0.667,2015-16
Eric Cooper,8,0,0,NA,0.08199999999999999,0.036000000000000004,0.125,2015-16
Elijah Foster,7,0.214,0.158,0.5,0.018000000000000002,0,0,2015-16
Kaileb Rodriguez,3,0.25,0.222,0.667,0,0,NA,2015-16
Lindsey Drew,3,0.021,0.043,1,0.035,0.1,1,2015-16
Lucas Stivrins,2,0,0,NA,0.28600000000000003,0,0,2015-16
Justin Botteri,1,0,NA,NA,1,1,1,2015-16
Juwan Anderson,1,0.33299999999999996,1,1,0,0,NA,2015-16
Total,136,0.122,0.135,0.701,0.053,0.075,0.49,2015-16
