name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Garrius Holloman,36,0.228,0.272,0.7859999999999999,0.05,0.033,0.25,2011-12,Bethune-Cookman
Adrien Coleman,25,0.121,0.12300000000000001,0.619,0.034,0.026000000000000002,0.25,2011-12,Bethune-Cookman
Marc Mack,13,0.258,0.462,0.75,0.132,0,0,2011-12,Bethune-Cookman
Anthony Breeze,13,0.10300000000000001,0.10800000000000001,0.636,0.019,0.024,0.5,2011-12,Bethune-Cookman
Javoris Bryant,12,0.162,0.135,0.455,0.018000000000000002,0,0,2011-12,Bethune-Cookman
Stanley Elliott,11,0.098,0.096,0.556,0.055999999999999994,0,0,2011-12,Bethune-Cookman
Alex Smith,7,0.231,0.222,0.667,0.16699999999999998,0.2,1,2011-12,Bethune-Cookman
Ramoan McAfee,2,0.16699999999999998,0.33299999999999996,1,0.071,0,0,2011-12,Bethune-Cookman
Paul Scotland,2,0.042,0.1,1,0.05,0.2,1,2011-12,Bethune-Cookman
Kevin Dukes,2,0,0,NA,0.017,0.05,1,2011-12,Bethune-Cookman
Mikel Trapp,1,0.33299999999999996,1,1,0,0,NA,2011-12,Bethune-Cookman
Total,124,0.139,0.158,0.67,0.039,0.031,0.26899999999999996,2011-12,Bethune-Cookman
