shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36200000000000004,0.5870000000000001,0.125,0.672,2014-15,LMU(CA)
2pt Jumpers,0.251,0.377,0.06,0.401,2014-15,LMU(CA)
3pt Shots,0.387,0.389,0.011000000000000001,0.39399999999999996,2014-15,LMU(CA)
