name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Thomas Bruce,22,0.141,0.135,0.667,0.013999999999999999,0,0,2017-18,Binghamton
Willie Rodriguez,16,0.12300000000000001,0.13,0.6,0.017,0,0,2017-18,Binghamton
Bobby Ahearn,13,0.203,0.273,0.6920000000000001,0,0,NA,2017-18,Binghamton
Everson Davis,7,0.086,0.077,0.5,0.016,0,0,2017-18,Binghamton
Albert Odero,6,0.24,0.273,0.5,0,0,NA,2017-18,Binghamton
Tyler Stewart,5,0.073,0.083,0.667,0.05,0.071,0.5,2017-18,Binghamton
J.C. Show,3,0.016,0.031,1,0.019,0.026000000000000002,0.5,2017-18,Binghamton
Dusan Perovic,2,0.133,0.125,0.5,0,0,NA,2017-18,Binghamton
Caleb Stewart,1,0.077,0.111,1,0,0,NA,2017-18,Binghamton
Timmy Rose,1,0.022000000000000002,0.042,1,0,0,NA,2017-18,Binghamton
Total,76,0.10800000000000001,0.11800000000000001,0.638,0.015,0.011000000000000001,0.28600000000000003,2017-18,Binghamton
