name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Aaron Anderson,37,0.212,0.217,0.606,0.062,0.095,0.5,2012-13
Markeith Cummings,17,0.098,0.122,0.75,0,0,NA,2012-13
Andrew Osemhen,7,0.163,0.24,0.857,0,0,NA,2012-13
Nigel Pruitt,7,0.25,0.385,0.833,0.026000000000000002,0.077,1,2012-13
Brandon Dawson,5,0.11800000000000001,0.14300000000000002,0.75,0.02,0,0,2012-13
Jordan Montgomery,3,0.077,0.16699999999999998,1,0.182,0.25,0.5,2012-13
Myles Hamilton,3,0.062,0.087,0.667,0,0,NA,2012-13
Delbert Love,1,0,0,NA,0.01,0,0,2012-13
Kris Drees,1,0,0,NA,1,1,1,2012-13
Total,81,0.12300000000000001,0.154,0.7,0.019,0.028999999999999998,0.5,2012-13
