shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.299,0.605,0.121,0.688,2016-17
2pt Jumpers,0.355,0.369,0.106,0.413,2016-17
3pt Shots,0.34600000000000003,0.326,0.006999999999999999,0.32799999999999996,2016-17
