name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mike Muscala,40,0.179,0.20199999999999999,0.743,0.021,0.043,0.8,2012-13
Joe Willman,27,0.247,0.25,0.65,0.03,0.019,0.28600000000000003,2012-13
Cameron Ayers,13,0.146,0.16,0.5710000000000001,0.040999999999999995,0.053,0.667,2012-13
Dom Hoffman,9,0.34600000000000003,0.35700000000000004,0.556,0,0,NA,2012-13
Brian Fitzpatrick,7,0.21899999999999997,0.25,0.429,0,0,NA,2012-13
Bryson Johnson,2,0,0,NA,0.037000000000000005,0,0,2012-13
Ryan Frazier,1,0,0,NA,0.043,0,0,2012-13
Colin Klebon,1,0.25,0,0,0,NA,NA,2012-13
Ryan Hill,1,0,0,NA,0.062,0.25,1,2012-13
Steven Kaspar,1,0,0,NA,0.04,0.091,1,2012-13
Total,102,0.146,0.16899999999999998,0.6459999999999999,0.027999999999999997,0.033,0.522,2012-13
