name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Fatts Russell,441,0.44,0.38299999999999995,0.374,0.467,0.182,0.22,0.33,0.156,0.406,0.223,0.475,0.354,0.737,2018-19,RhodeIsland
Jeff Dowtin,400,0.561,0.532,0.21,0.643,0.259,0.465,0.484,0.16699999999999998,0.325,0.354,0.674,0.265,0.745,2018-19,RhodeIsland
Cyril Langevine,314,0.583,0.5670000000000001,0.8540000000000001,0.612,0.579,0.14,0.318,0.5710000000000001,0.006,0,NA,0.685,0.6,2018-19,RhodeIsland
Tyrese Martin,237,0.506,0.48700000000000004,0.405,0.615,0.40700000000000003,0.14800000000000002,0.2,0.857,0.447,0.311,0.909,0.228,0.648,2018-19,RhodeIsland
Christion Thompson,168,0.466,0.408,0.179,0.633,0.263,0.19,0.281,0.111,0.631,0.255,0.852,0.435,0.7120000000000001,2018-19,RhodeIsland
Dana Tate,134,0.464,0.45899999999999996,0.276,0.757,0.5,0.358,0.22899999999999998,0.545,0.366,0.306,0.867,0.11199999999999999,0.5329999999999999,2018-19,RhodeIsland
Jermaine Harris,110.00000000000001,0.522,0.445,0.455,0.56,0.679,0.445,0.429,0.619,0.1,0,NA,0.573,0.762,2018-19,RhodeIsland
Omar Silverio,56.00000000000001,0.42500000000000004,0.41100000000000003,0.196,0.455,0.6,0.268,0.2,0.667,0.536,0.33299999999999996,0.9,0.196,0.545,2018-19,RhodeIsland
Ryan Preston,44,0.599,0.591,0.614,0.667,0.611,0.364,0.5,1,0.023,0,NA,0.25,0.636,2018-19,RhodeIsland
Will Leviton,7.000000000000001,0.357,0.35700000000000004,0.429,0,NA,0.429,0.33299999999999996,1,0.14300000000000002,1,1,0,NA,2018-19,RhodeIsland
Michael Tertsea,3,0.33299999999999996,0.33299999999999996,1,0.33299999999999996,1,0,NA,NA,0,NA,NA,0,NA,2018-19,RhodeIsland
Total,1914,0.51,0.474,0.40399999999999997,0.585,0.442,0.27399999999999997,0.373,0.332,0.321,0.28,0.733,0.368,0.68,2018-19,RhodeIsland
