name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Sama Taku,357,0.466,0.423,0.322,0.522,0.33299999999999996,0.501,0.391,0.34299999999999997,0.17600000000000002,0.222,1,0.275,0.755,2013-14,Pacific
Tony Gill,281,0.606,0.584,0.33799999999999997,0.716,0.632,0.299,0.46399999999999997,0.48700000000000004,0.363,0.373,0.9209999999999999,0.28800000000000003,0.728,2013-14,Pacific
Andrew Bock,241,0.582,0.452,0.35700000000000004,0.523,0.044000000000000004,0.266,0.25,0.188,0.37799999999999995,0.35200000000000004,0.594,0.7759999999999999,0.888,2013-14,Pacific
Ross Rivera,218.00000000000003,0.552,0.495,0.174,0.605,0.304,0.541,0.415,0.51,0.284,0.387,0.917,0.326,0.873,2013-14,Pacific
T.J. Wallace,185,0.509,0.46799999999999997,0.308,0.509,0.10300000000000001,0.184,0.235,0.125,0.508,0.35100000000000003,0.758,0.4,0.6890000000000001,2013-14,Pacific
Khalil Kelley,147,0.524,0.49700000000000005,0.49700000000000005,0.685,0.54,0.503,0.311,0.522,0,NA,NA,0.68,0.58,2013-14,Pacific
Trevin Harris,142,0.655,0.613,0.21100000000000002,0.8,0.292,0.239,0.441,0.267,0.5489999999999999,0.41,0.9690000000000001,0.373,0.8490000000000001,2013-14,Pacific
Aaron Short,114.99999999999999,0.616,0.5870000000000001,0.252,0.655,0.316,0.252,0.172,0.4,0.496,0.509,0.828,0.183,0.905,2013-14,Pacific
Tim Thomas,85,0.485,0.47100000000000003,0.447,0.6579999999999999,0.44,0.541,0.326,0.6,0.012,0,NA,0.294,0.56,2013-14,Pacific
David Taylor,73,0.543,0.534,0.247,0.722,0.154,0.151,0.455,0.2,0.603,0.318,0.7859999999999999,0.17800000000000002,0.615,2013-14,Pacific
Gabriel Aguirre,34,0.695,0.6759999999999999,0.735,0.8,0.7,0.235,0.375,0.33299999999999996,0.028999999999999998,0,NA,1.147,0.6920000000000001,2013-14,Pacific
Spencer Llewellyn,8,0.17700000000000002,0.125,0.125,1,0,0,NA,NA,0.875,0,NA,0.125,1,2013-14,Pacific
Thomas Peters,3,0.33299999999999996,0.33299999999999996,0,NA,NA,1,0.33299999999999996,1,0,NA,NA,0,NA,2013-14,Pacific
Total,1889,0.552,0.503,0.32,0.623,0.377,0.36200000000000004,0.364,0.41,0.318,0.36,0.838,0.40399999999999997,0.765,2013-14,Pacific
