shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.494,0.47200000000000003,0.171,0.569,2014-15,Quinnipiac
2pt Jumpers,0.19899999999999998,0.287,0.045,0.301,2014-15,Quinnipiac
3pt Shots,0.308,0.35100000000000003,0.011000000000000001,0.355,2014-15,Quinnipiac
