name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Phillip Crawford,25,0.14800000000000002,0.188,0.812,0.095,0.107,0.33299999999999996,2011-12,AlabamaSt.
Stephawn Brown,14,0.26,0.33299999999999996,0.846,0,0,NA,2011-12,AlabamaSt.
Luther Page,14,0.16699999999999998,0.13,0.375,0.105,0,0,2011-12,AlabamaSt.
Ivory White,12,0.161,0.182,0.8,0.039,0.111,0.5,2011-12,AlabamaSt.
Tramaine Butler,12,0.077,0.113,0.857,0.04,0,0,2011-12,AlabamaSt.
Kenderek Washington,6,0.156,0.182,0.8,0.016,0,0,2011-12,AlabamaSt.
Ryan Watts,5,0.023,0,0,0.040999999999999995,0,0,2011-12,AlabamaSt.
Jonathan Jefferson,4,0.235,0.28600000000000003,0.5,0,0,NA,2011-12,AlabamaSt.
Josh Mason,4,0.1,0.077,0.33299999999999996,0.043,0,0,2011-12,AlabamaSt.
Eugene Johnson,3,0.33299999999999996,0.5,1,0,0,NA,2011-12,AlabamaSt.
Jeffery Middlebrooks,1,0,0,NA,0,0,NA,2011-12,AlabamaSt.
Total,100,0.133,0.17,0.7290000000000001,0.046,0.025,0.154,2011-12,AlabamaSt.
