shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.386,0.632,0.069,0.6779999999999999,2011-12,AlabamaSt.
2pt Jumpers,0.311,0.327,0.10099999999999999,0.363,2011-12,AlabamaSt.
3pt Shots,0.304,0.3,0.002,0.3,2011-12,AlabamaSt.
