shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.435,0.5479999999999999,0.136,0.634,2018-19
2pt Jumpers,0.185,0.36200000000000004,0.067,0.38799999999999996,2018-19
3pt Shots,0.379,0.376,0.009000000000000001,0.379,2018-19
