name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Dion Wright,33,0.14800000000000002,0.142,0.607,0.042,0.06,0.6,2014-15,St.Bonaventure
Youssou Ndoye,28,0.21899999999999997,0.212,0.56,0.025,0.022000000000000002,0.33299999999999996,2014-15,St.Bonaventure
Denzel Gregg,14,0.188,0.25,0.667,0.07400000000000001,0.125,0.5,2014-15,St.Bonaventure
Andell Cumberbatch,13,0.122,0.121,0.583,0.012,0,0,2014-15,St.Bonaventure
Chris Dees,6,0.28600000000000003,0.667,1,0.114,0,0,2014-15,St.Bonaventure
Marcus Posley,6,0.034,0.015,0.25,0.011000000000000001,0,0,2014-15,St.Bonaventure
Idris Taqqee,2,0.154,0,0,0,0,NA,2014-15,St.Bonaventure
Iakeem Alston,1,0.028999999999999998,0,0,0,0,NA,2014-15,St.Bonaventure
Xavier Smith,1,0.33299999999999996,0.5,1,0,NA,NA,2014-15,St.Bonaventure
Total,104,0.131,0.13,0.575,0.028999999999999998,0.026000000000000002,0.312,2014-15,St.Bonaventure
