shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.354,0.534,0.11199999999999999,0.601,2019-20,EasternWash.
2pt Jumpers,0.322,0.396,0.040999999999999995,0.413,2019-20,EasternWash.
3pt Shots,0.324,0.34,0.013000000000000001,0.345,2019-20,EasternWash.
