shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.42700000000000005,0.5770000000000001,0.075,0.624,2017-18,VCU
2pt Jumpers,0.203,0.365,0.047,0.38299999999999995,2017-18,VCU
3pt Shots,0.37,0.35,0.013999999999999999,0.355,2017-18,VCU
