shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.266,0.6,0.115,0.677,2013-14,SanDiego
2pt Jumpers,0.39899999999999997,0.384,0.106,0.43,2013-14,SanDiego
3pt Shots,0.335,0.34,0.002,0.34,2013-14,SanDiego
