name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Scott Thomas,26,0.324,0.36700000000000005,0.75,0.021,0.028999999999999998,0.5,2011-12,BowlingGreen
Torian Oglesby,24,0.261,0.254,0.75,0,0,NA,2011-12,BowlingGreen
Cameron Black,23,0.38,0.316,0.632,0.087,0.059000000000000004,0.25,2011-12,BowlingGreen
A'uston Calhoun,23,0.14800000000000002,0.14,0.636,0.005,0,0,2011-12,BowlingGreen
Craig Sealey,14,0.22399999999999998,0.226,0.636,0.051,0,0,2011-12,BowlingGreen
Dee Brown,3,0.017,0.027000000000000003,1,0.013000000000000001,0.02,0.5,2011-12,BowlingGreen
Chauncey Orr,2,0.33299999999999996,0.25,0.5,0,0,NA,2011-12,BowlingGreen
Ferrell Antonio,1,0.5,0,0,NA,NA,NA,2011-12,BowlingGreen
Jehvon Clarke,1,0.053,0,0,0,0,NA,2011-12,BowlingGreen
Anthony Henderson,1,0.2,0,0,0,0,NA,2011-12,BowlingGreen
James Erger,1,0,0,NA,0.125,0.2,1,2011-12,BowlingGreen
Total,119,0.17300000000000001,0.175,0.67,0.018000000000000002,0.015,0.308,2011-12,BowlingGreen
