shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.349,0.629,0.081,0.684,2011-12,BowlingGreen
2pt Jumpers,0.34,0.34299999999999997,0.094,0.37799999999999995,2011-12,BowlingGreen
3pt Shots,0.311,0.348,0.006,0.35,2011-12,BowlingGreen
