shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.35700000000000004,0.58,0.081,0.631,2012-13,Wofford
2pt Jumpers,0.32,0.369,0.036000000000000004,0.38299999999999995,2012-13,Wofford
3pt Shots,0.32299999999999995,0.309,0.018000000000000002,0.314,2012-13,Wofford
