name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kyle Weems,33,0.245,0.179,0.41700000000000004,0.091,0.14800000000000002,0.619,2011-12,MissouriSt.
Jarmar Gulley,27,0.13,0.098,0.5710000000000001,0.135,0.149,0.5,2011-12,MissouriSt.
Christian Kirk,13,0.21100000000000002,0.2,0.75,0.122,0.161,0.556,2011-12,MissouriSt.
Caleb Patterson,13,0.175,0.185,0.7140000000000001,0.04,0.055999999999999994,0.667,2011-12,MissouriSt.
Keith Pickens,7,0.125,0.136,0.75,0.062,0.111,0.667,2011-12,MissouriSt.
Isaiah Rhine,5,0.14300000000000002,0.25,1,0.125,0.17600000000000002,0.75,2011-12,MissouriSt.
Anthony Downing,3,0.042,0.026000000000000002,0.5,0.008,0.02,1,2011-12,MissouriSt.
Michael Bizoukas,1,0,0,NA,0.019,0,0,2011-12,MissouriSt.
Corbin Thomas,1,1,NA,0,0,0,NA,2011-12,MissouriSt.
Tomie Aromona,1,0.25,0.5,1,NA,NA,NA,2011-12,MissouriSt.
Total,104,0.129,0.11199999999999999,0.59,0.073,0.10400000000000001,0.585,2011-12,MissouriSt.
