name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Paul Newman,28,0.272,0.26899999999999996,0.5,0,0,NA,2019-20,Bucknell
John Meeks,15,0.131,0.13,0.5379999999999999,0.026000000000000002,0.054000000000000006,1,2019-20,Bucknell
Kahliel Spear,11,0.149,0.17,0.8,0.028999999999999998,0.1,1,2019-20,Bucknell
Bruce Moore,8,0.113,0.071,0.375,0,0,NA,2019-20,Bucknell
Malachi Rhodes,7,0.267,0.25,0.5,0.375,0.667,0.667,2019-20,Bucknell
Avi Toomer,4,0.042,0.062,0.667,0,0,NA,2019-20,Bucknell
Jimmy Sotos,3,0.01,0.019,1,0.016,0.055999999999999994,1,2019-20,Bucknell
Andrew Funk,3,0.011000000000000001,0.019,1,0.023,0.065,1,2019-20,Bucknell
Ben Robertson,1,0,0,NA,0,NA,NA,2019-20,Bucknell
Alex Timmerman,1,0.091,0.14300000000000002,1,0,NA,NA,2019-20,Bucknell
Xander Rice,1,0.04,0,0,0,0,NA,2019-20,Bucknell
Jake van der Heijden,1,1,NA,0,0,0,NA,2019-20,Bucknell
Total,83,0.105,0.105,0.5489999999999999,0.02,0.047,0.889,2019-20,Bucknell
