name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Mohamed Conde,20,0.17300000000000001,0.13699999999999998,0.5379999999999999,0.111,0.11800000000000001,0.28600000000000003,2014-15,WesternIll.
Jalen Chapman,12,0.151,0.179,0.625,0.059000000000000004,0.087,0.5,2014-15,WesternIll.
Tate Stensgaard,10,0.237,0.231,0.667,0.055999999999999994,0.16699999999999998,1,2014-15,WesternIll.
Dalan Ancrum,6,0.20800000000000002,0.083,0.2,0.028999999999999998,0,0,2014-15,WesternIll.
Garret Covington,2,0,0,NA,0.006999999999999999,0.016,1,2014-15,WesternIll.
Mike Miklusak,2,0.125,0.111,0.5,0,0,NA,2014-15,WesternIll.
Jabari Sandifer,1,0,0,NA,0.013000000000000001,0.038,1,2014-15,WesternIll.
J.C. Fuller,1,0.016,0,0,0,0,NA,2014-15,WesternIll.
Remy Roberts-Burnett,1,0,0,NA,0.037000000000000005,0.125,1,2014-15,WesternIll.
Tyson Renold,1,0,NA,NA,0.25,1,1,2014-15,WesternIll.
Total,56,0.105,0.102,0.526,0.026000000000000002,0.039,0.529,2014-15,WesternIll.
