shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.426,0.562,0.11699999999999999,0.637,2014-15
2pt Jumpers,0.29600000000000004,0.369,0.068,0.397,2014-15
3pt Shots,0.278,0.358,0.004,0.359,2014-15
