name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
T.J. Holyfield,31,0.198,0.18899999999999997,0.654,0.07,0.07400000000000001,0.4,2016-17,SFA
Leon Gilmore,26,0.14300000000000002,0.126,0.5710000000000001,0.062,0,0,2016-17,SFA
Kevon Harris,15,0.14800000000000002,0.174,0.667,0.067,0.111,0.667,2016-17,SFA
Ty Charles,13,0.10800000000000001,0.14300000000000002,0.75,0.077,0.07400000000000001,0.4,2016-17,SFA
Josh Huntley,12,0.243,0.222,0.444,0.094,0.062,0.33299999999999996,2016-17,SFA
Samuli Nieminen,9,0.318,0.4,0.857,0.2,0.667,1,2016-17,SFA
Ivan Canete,5,0.048,0.055999999999999994,0.75,0.02,0.071,1,2016-17,SFA
Jovan Grujic,5,0.22699999999999998,0.33299999999999996,0.8,0,0,NA,2016-17,SFA
Isaiah Traylor,5,0.115,0.111,0.667,0.087,0.14300000000000002,0.5,2016-17,SFA
Aaron Augustin,1,0.05,0,0,0,0,NA,2016-17,SFA
Nathan Bain,1,0,0,NA,1,NA,0,2016-17,SFA
Chase Winchester,1,0.33299999999999996,0.5,1,0,0,NA,2016-17,SFA
Total,124,0.141,0.147,0.649,0.059000000000000004,0.068,0.40700000000000003,2016-17,SFA
