start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.113,0.512,0.317,0.5579999999999999,0.213,0.371,0.47,0.364,2011-12
"Rebound, 11-30 s",0.226,0.409,0.271,0.47200000000000003,0.319,0.324,0.41,0.289,2011-12
"Opp score, 0-10 s",0.047,0.551,0.27899999999999997,0.579,0.07400000000000001,0.8,0.647,0.341,2011-12
"Opp score, 11-30 s",0.376,0.491,0.239,0.58,0.34,0.382,0.42,0.35200000000000004,2011-12
"Steal, 0-10 s",0.07400000000000001,0.575,0.589,0.746,0.187,0.35,0.22399999999999998,0.20800000000000002,2011-12
"Steal, 11-30 s",0.040999999999999995,0.41700000000000004,0.25,0.33299999999999996,0.3,0.444,0.45,0.29600000000000004,2011-12
Transition,0.233,0.54,0.395,0.649,0.177,0.4,0.428,0.331,2011-12
