name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kris Acox,36,0.27699999999999997,0.304,0.727,0.107,0,0,2014-15
Kendrec Ferrara,14,0.16399999999999998,0.175,0.636,0.027999999999999997,0.051,0.667,2014-15
Daniel Fowler,9,0.092,0.071,0.444,0,0,NA,2014-15
Stephen Croone,9,0.059000000000000004,0.049,0.5,0.019,0,0,2014-15
Devin Sibley,5,0.031,0.037000000000000005,0.667,0.051,0.083,0.5,2014-15
Kevin Chuisseu,3,0.182,0,0,0.083,0,0,2014-15
Larry Wideman,2,0.091,0.1,0.5,0,0,NA,2014-15
Geoff Beans,1,0.053,0.091,1,0,0,NA,2014-15
KRIS,1,0.25,0.5,1,0,NA,NA,2014-15
John Davis III,1,0,0,NA,0.024,0.067,1,2014-15
Gene Langan,1,0.2,0,0,0,0,NA,2014-15
Total,82,0.11699999999999999,0.124,0.62,0.03,0.031,0.364,2014-15
