shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.27,0.675,0.047,0.708,2012-13,Lipscomb
2pt Jumpers,0.318,0.40299999999999997,0.045,0.42200000000000004,2012-13,Lipscomb
3pt Shots,0.41200000000000003,0.335,0.006999999999999999,0.337,2012-13,Lipscomb
