shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.40700000000000003,0.607,0.113,0.684,2015-16
2pt Jumpers,0.34600000000000003,0.35700000000000004,0.077,0.387,2015-16
3pt Shots,0.247,0.354,0.002,0.355,2015-16
