start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.106,0.595,0.484,0.662,0.111,0.353,0.405,0.387,2017-18
"Rebound, 11-30 s",0.293,0.547,0.408,0.601,0.311,0.379,0.281,0.43700000000000006,2017-18
"Score, 0-10 s",0.035,0.53,0.44,0.591,0.14,0.429,0.42,0.33299999999999996,2017-18
"Score, 11-30 s",0.38299999999999995,0.56,0.375,0.63,0.29100000000000004,0.40399999999999997,0.33399999999999996,0.41100000000000003,2017-18
"Steal, 0-10 s",0.048,0.565,0.6809999999999999,0.638,0.11599999999999999,0.375,0.203,0.28600000000000003,2017-18
"Steal, 11-30 s",0.026000000000000002,0.461,0.447,0.47100000000000003,0.237,0.556,0.316,0.25,2017-18
Transition,0.188,0.575,0.526,0.643,0.11800000000000001,0.375,0.35700000000000004,0.361,2017-18
