start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.136,0.545,0.496,0.586,0.125,0.429,0.379,0.353,2016-17,KennesawSt.
"Rebound, 11-30 s",0.196,0.557,0.337,0.55,0.331,0.449,0.331,0.449,2016-17,KennesawSt.
"Score, 0-10 s",0.067,0.423,0.436,0.625,0.22699999999999998,0.36,0.336,0.135,2016-17,KennesawSt.
"Score, 11-30 s",0.395,0.496,0.374,0.512,0.299,0.379,0.327,0.39,2016-17,KennesawSt.
"Steal, 0-10 s",0.064,0.557,0.7809999999999999,0.622,0.076,0.375,0.14300000000000002,0.2,2016-17,KennesawSt.
"Steal, 11-30 s",0.026000000000000002,0.547,0.419,0.444,0.326,0.35700000000000004,0.256,0.636,2016-17,KennesawSt.
Transition,0.266,0.517,0.5489999999999999,0.606,0.139,0.39299999999999996,0.312,0.27699999999999997,2016-17,KennesawSt.
