name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ethan Stair,18,0.131,0.12,0.6920000000000001,0.033,0.026000000000000002,0.33299999999999996,2019-20,Mercer
Maciej Bender,16,0.083,0.11,0.643,0.054000000000000006,0,0,2019-20,Mercer
Victor Bafutto,16,0.21600000000000003,0.21100000000000002,0.5,0,0,NA,2019-20,Mercer
James Glisson III,16,0.12300000000000001,0.138,0.8,0.109,0.11800000000000001,0.33299999999999996,2019-20,Mercer
Djordje Dimitrijevic,6,0.016,0.015,0.5,0.012,0,0,2019-20,Mercer
Daniel Love,5,0.068,0.09699999999999999,0.75,0.019,0,0,2019-20,Mercer
Patrick Urey,2,0.095,0.125,0.5,0,NA,NA,2019-20,Mercer
"III,JAMES",2,0.2,0.25,1,0,NA,NA,2019-20,Mercer
Kamar Robertson,2,0.054000000000000006,0.055999999999999994,0.5,0,0,NA,2019-20,Mercer
Diego Rivera,1,0,0,NA,0.111,0,0,2019-20,Mercer
Total,84,0.091,0.10099999999999999,0.6459999999999999,0.028999999999999998,0.016,0.214,2019-20,Mercer
