shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.39,0.6,0.086,0.657,2019-20,Mercer
2pt Jumpers,0.207,0.331,0.034,0.342,2019-20,Mercer
3pt Shots,0.40299999999999997,0.32,0.006999999999999999,0.322,2019-20,Mercer
