name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jakarr Sampson,29,0.17300000000000001,0.152,0.583,0.023,0.034,0.6,2013-14
D'Angelo Harrison,18,0.11699999999999999,0.122,0.5,0.036000000000000004,0.018000000000000002,0.16699999999999998,2013-14
Chris Obekpa,17,0.27,0.28600000000000003,0.706,0,0,NA,2013-14
Rysheed Jordan,17,0.13,0.069,0.308,0.038,0.08,0.667,2013-14
Orlando Sanchez,17,0.20800000000000002,0.158,0.6,0.031,0.042,0.5,2013-14
God'Sgift Achiuwa,11,0.19399999999999998,0.20800000000000002,0.7140000000000001,0.308,0.5,0.5,2013-14
Sir'Dominic Pointer,8,0.06,0.1,1,0.061,0.071,0.33299999999999996,2013-14
Phil Greene,3,0,0,NA,0.027000000000000003,0.026000000000000002,0.33299999999999996,2013-14
Jamal Branch,2,0.028999999999999998,0.04,1,0.019,0,0,2013-14
Total,122,0.139,0.134,0.596,0.034,0.039,0.40700000000000003,2013-14
