name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nick McGlynn,33,0.21100000000000002,0.2,0.667,0.013999999999999999,0.019,0.5,2017-18
Casey Schlatter,12,0.185,0.19399999999999998,0.6,0.038,0.05,0.5,2017-18
Ore Arogundade,8,0.11900000000000001,0.161,0.7140000000000001,0.027000000000000003,0.111,1,2017-18
C.J. Rivers,4,0.04,0,0,0,0,NA,2017-18
Reed Timmer,4,0.018000000000000002,0,0,0.024,0.028999999999999998,0.5,2017-18
Kory Kuenstling,3,0.33299999999999996,0.667,1,0.125,0.33299999999999996,1,2017-18
Graham Woodward,3,0,0,NA,0,0,NA,2017-18
De'Antae McMurray,3,0.023,0.023,0.5,0,0,NA,2017-18
Noah Thomas,1,0,0,NA,0.042,0.2,1,2017-18
Jalen Gibbs,1,0.028999999999999998,0,0,0,0,NA,2017-18
Total,72,0.091,0.09,0.586,0.017,0.03,0.667,2017-18
