name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Reed Timmer,422,0.624,0.556,0.265,0.536,0.2,0.201,0.41200000000000003,0.34299999999999997,0.5329999999999999,0.413,0.8170000000000001,0.502,0.863,2017-18
De'Antae McMurray,316,0.481,0.446,0.272,0.5,0.256,0.28800000000000003,0.35200000000000004,0.031,0.44,0.317,0.773,0.25,0.7340000000000001,2017-18
Nick McGlynn,308,0.5680000000000001,0.536,0.461,0.7040000000000001,0.71,0.461,0.373,0.585,0.078,0.33299999999999996,1,0.302,0.753,2017-18
Graham Woodward,250,0.549,0.52,0.08,0.4,0.125,0.284,0.408,0.276,0.636,0.39,0.968,0.248,0.758,2017-18
Ore Arogundade,188,0.536,0.49200000000000005,0.314,0.525,0.613,0.19699999999999998,0.243,0.111,0.489,0.38,0.8859999999999999,0.298,0.804,2017-18
C.J. Rivers,138,0.5780000000000001,0.5579999999999999,0.7170000000000001,0.626,0.597,0.10099999999999999,0.429,0.667,0.18100000000000002,0.24,1,0.377,0.654,2017-18
Noah Thomas,118,0.492,0.483,0.22,0.731,0.158,0.203,0.20800000000000002,0.2,0.5760000000000001,0.324,0.955,0.14400000000000002,0.588,2017-18
Casey Schlatter,117,0.524,0.5,0.462,0.574,0.5479999999999999,0.444,0.385,0.5,0.094,0.455,0.8,0.282,0.667,2017-18
Jalen Gibbs,97,0.48900000000000005,0.46399999999999997,0.361,0.5429999999999999,0.474,0.134,0.385,0,0.505,0.28600000000000003,1,0.268,0.654,2017-18
Kory Kuenstling,14.000000000000002,0.507,0.429,0.429,0.5,0.33299999999999996,0.5710000000000001,0.375,0.33299999999999996,0,NA,NA,0.7140000000000001,0.7,2017-18
Antonio Pilipovic,3,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2017-18
Samm Jones,1,0,0,1,0,NA,0,NA,NA,0,NA,NA,0,NA,2017-18
Connor Gholson,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
Total,1972,0.551,0.51,0.325,0.588,0.48100000000000004,0.272,0.36700000000000005,0.35,0.40299999999999997,0.364,0.879,0.325,0.77,2017-18
