shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.408,0.632,0.086,0.691,2013-14
2pt Jumpers,0.305,0.363,0.061,0.387,2013-14
3pt Shots,0.287,0.341,0.01,0.344,2013-14
