shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.386,0.523,0.11699999999999999,0.5920000000000001,2019-20,SFA
2pt Jumpers,0.228,0.38799999999999996,0.047,0.408,2019-20,SFA
3pt Shots,0.386,0.345,0.011000000000000001,0.349,2019-20,SFA
