name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Lesley Varner II,23,0.165,0.159,0.65,0.03,0,0,2018-19
Terry Winn III,15,0.076,0.11,0.818,0.02,0.026000000000000002,0.5,2018-19
Solomon Hainna,10,0.20800000000000002,0.2,0.4,0,0,NA,2018-19
Johnny Crnogorac,10,0.409,0.33299999999999996,0.444,0.031,0,0,2018-19
Jordan Jackson,8,0.05,0.032,0.4,0.052000000000000005,0.08,0.667,2018-19
Ndene Gueye,5,0.16,0.267,1,0.026000000000000002,0.077,1,2018-19
Tyson Smith,4,0,0,NA,0.038,0.055999999999999994,0.5,2018-19
Javon Levi,4,0.02,0.028999999999999998,0.667,0.01,0,0,2018-19
Isaiah Fontaine,3,0.16699999999999998,0.111,0.33299999999999996,0,0,NA,2018-19
Greg Bowie II,2,0,0,NA,0.02,0.05,1,2018-19
Uche Dibiamaka,2,0.087,0.077,0.5,0,0,NA,2018-19
Total,90,0.09,0.094,0.58,0.024,0.026000000000000002,0.389,2018-19
