name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Adam Woodbury,17,0.149,0.155,0.733,0.028999999999999998,0.087,1,2015-16,Iowa
Jarrod Uthoff,17,0.086,0.107,0.889,0.038,0.065,0.625,2015-16,Iowa
Dom Uhl,16,0.2,0.20800000000000002,0.556,0.115,0.16699999999999998,0.429,2015-16,Iowa
Ahmad Wagner,11,0.172,0.2,0.8,0.353,0.25,0.5,2015-16,Iowa
Nicholas Baer,7,0.125,0.11800000000000001,0.667,0.121,0.222,1,2015-16,Iowa
Peter Jok,5,0.067,0.075,0.75,0.006999999999999999,0,0,2015-16,Iowa
Mike Gesell,3,0.023,0.022000000000000002,0.5,0,0,NA,2015-16,Iowa
Christian Williams,3,0.125,0,0,0.14300000000000002,0.2,0.5,2015-16,Iowa
Anthony Clemmons,3,0.011000000000000001,0,0,0.03,0.048,0.5,2015-16,Iowa
Okey Ukah,1,0.25,0,0,0,0,NA,2015-16,Iowa
Dale Jones,1,0.25,0,0,0,0,NA,2015-16,Iowa
Total,84,0.08800000000000001,0.091,0.667,0.044000000000000004,0.07200000000000001,0.594,2015-16,Iowa
