shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.318,0.598,0.095,0.6609999999999999,2017-18
2pt Jumpers,0.34600000000000003,0.35700000000000004,0.07400000000000001,0.386,2017-18
3pt Shots,0.337,0.33,0.01,0.33299999999999996,2017-18
